path	qualified_name	kind	start_line	end_line	line_count	character_count	is_one_line	static_call_sites	static_caller_files
adhoc/debug_xero_serialization.py	MockContact.__init__	function	15	16	2	92	no	9	7
adhoc/debug_xero_serialization.py	MockBill.__init__	function	20	21	2	64	no	9	7
adhoc/drive_storage_check.py	check_drive_storage	function	27	165	139	5037	no	1	1
adhoc/drive_storage_check.py	check_drive_storage.bytes_to_gb	function	57	60	4	158	no	0	0
adhoc/fix_missing_default_tasks.py	main	function	24	51	28	1087	no	32	32
adhoc/simple_drive_test.py	test_drive_access	function	27	163	137	5476	no	1	1
adhoc/test_actual_job_sync.py	main	function	26	91	66	2305	no	32	32
adhoc/test_costline_sync.py	main	function	21	71	51	1762	no	32	32
adhoc/test_google_drive.py	test_google_drive_access	function	20	107	88	2883	no	1	1
adhoc/test_pdf_parsing.py	test_pdf_parsing	function	17	63	47	1960	no	1	1
adhoc/test_quote_chat_api.py	test_with_different_headers	function	19	68	50	1717	no	1	1
adhoc/test_quote_chat_api.py	test_options_request	function	71	92	22	780	no	1	1
adhoc/test_template_access.py	test_template_access	function	22	74	53	1890	no	1	1
adhoc/upgrade_script.py	normalize_version	function	22	28	7	299	no	2	2
adhoc/upgrade_script.py	fetch_release_dates	function	31	54	24	842	no	2	2
adhoc/upgrade_script.py	main	function	57	94	38	1341	no	32	32
apps/accounting/migrations/0005_quote_number.py	backfill_quote_number	function	8	22	15	666	no	0	0
apps/accounting/migrations/0008_normalize_xero_raw_json_strings.py	_underscore_keys	function	6	16	11	381	no	3	1
apps/accounting/migrations/0008_normalize_xero_raw_json_strings.py	_normalize_raw_json	function	19	38	20	627	no	1	1
apps/accounting/migrations/0008_normalize_xero_raw_json_strings.py	normalize_raw_json_strings	function	41	48	8	484	no	0	0
apps/accounting/models/invoice.py	BaseXeroInvoiceDocument.__str__	function	47	48	2	78	no	0	0
apps/accounting/models/invoice.py	BaseXeroInvoiceDocument.get_line_items	function	51	52	2	127	no	4	4
apps/accounting/models/invoice.py	BaseXeroInvoiceDocument.total_amount	function	55	60	6	267	no	0	0
apps/accounting/models/invoice.py	BaseLineItem.__str__	function	93	94	2	92	no	0	0
apps/accounting/models/invoice.py	BaseLineItem.total_price	function	97	99	3	192	no	0	0
apps/accounting/models/invoice.py	Invoice.get_line_items	function	121	122	2	93	no	4	4
apps/accounting/models/invoice.py	Invoice.paid	function	125	127	3	131	no	0	0
apps/accounting/models/invoice.py	Bill.supplier	function	137	139	3	115	no	0	0
apps/accounting/models/invoice.py	Bill.supplier	function	142	143	2	72	no	0	0
apps/accounting/models/invoice.py	Bill.get_line_items	function	145	146	2	90	no	4	4
apps/accounting/models/invoice.py	CreditNote.__str__	function	160	161	2	85	no	0	0
apps/accounting/models/invoice.py	CreditNote.get_line_items	function	163	164	2	96	no	4	4
apps/accounting/models/quote.py	Quote.__str__	function	31	33	3	154	no	0	0
apps/accounting/serializers/core.py	JobAgingQuerySerializer.validate_include_archived	function	181	195	15	635	no	0	0
apps/accounting/serializers/rdti_spend_serializers.py	RDTISpendQuerySerializer.validate	function	16	19	4	221	no	5	5
apps/accounting/serializers/sales_pipeline_serializers.py	SalesPipelineQuerySerializer.validate	function	19	26	8	362	no	5	5
apps/accounting/services/core.py	_persist_and_raise	function	27	30	4	249	no	6	4
apps/accounting/services/core.py	KPIService._ensure_shop_client_id	function	43	47	5	251	no	2	1
apps/accounting/services/core.py	KPIService.get_company_thresholds	function	50	80	31	1399	no	1	1
apps/accounting/services/core.py	KPIService._process_entries	function	83	98	16	521	no	0	0
apps/accounting/services/core.py	KPIService._get_holidays	function	101	118	18	595	no	1	1
apps/accounting/services/core.py	KPIService.get_month_days_range	function	121	140	20	728	no	1	1
apps/accounting/services/core.py	KPIService._get_color	function	143	150	8	257	no	4	1
apps/accounting/services/core.py	KPIService.get_job_breakdown_for_date	function	153	305	153	5992	no	2	2
apps/accounting/services/core.py	KPIService.get_calendar_data	function	308	703	396	16053	no	2	2
apps/accounting/services/core.py	KPIService._calculate_monthly_percentages	function	706	767	62	2521	no	1	1
apps/accounting/services/core.py	JobAgingService.get_job_aging_data	function	777	863	87	3326	no	1	1
apps/accounting/services/core.py	JobAgingService._get_financial_totals	function	866	938	73	2564	no	1	1
apps/accounting/services/core.py	JobAgingService._get_timing_data	function	941	991	51	1660	no	2	2
apps/accounting/services/core.py	JobAgingService._calculate_time_in_status	function	994	1014	21	728	no	2	2
apps/accounting/services/core.py	JobAgingService._get_last_activity	function	1017	1162	146	5920	no	2	2
apps/accounting/services/core.py	StaffPerformanceService.get_staff_performance_data	function	1172	1259	88	3285	no	3	2
apps/accounting/services/core.py	StaffPerformanceService._calculate_staff_metrics	function	1262	1323	62	2342	no	1	1
apps/accounting/services/core.py	StaffPerformanceService._calculate_job_breakdown	function	1326	1377	52	1950	no	1	1
apps/accounting/services/core.py	StaffPerformanceService._calculate_team_averages	function	1380	1421	42	1741	no	1	1
apps/accounting/services/invoice_calculation.py	get_prior_valid_invoice_total	function	33	38	6	256	no	2	2
apps/accounting/services/invoice_calculation.py	calculate_invoice_amount	function	41	52	12	443	no	17	2
apps/accounting/services/invoice_calculation.py	_calculate_fixed_price	function	55	103	49	1652	no	1	1
apps/accounting/services/invoice_calculation.py	_calculate_time_materials	function	106	153	48	1530	no	1	1
apps/accounting/services/invoice_calculation.py	_validate_positive	function	156	162	7	278	no	2	1
apps/accounting/services/payroll_reconciliation_service.py	PayrollReconciliationService.get_reconciliation_data	function	25	114	90	3470	no	1	1
apps/accounting/services/payroll_reconciliation_service.py	PayrollReconciliationService.get_aligned_date_range	function	117	131	15	648	no	1	1
apps/accounting/services/payroll_reconciliation_service.py	_get_monday	function	139	140	2	76	no	4	1
apps/accounting/services/payroll_reconciliation_service.py	_build_staff_xero_map	function	143	150	8	260	no	1	1
apps/accounting/services/payroll_reconciliation_service.py	_get_xero_week_data	function	153	175	23	1068	no	1	1
apps/accounting/services/payroll_reconciliation_service.py	_get_jm_week_data	function	178	203	26	921	no	1	1
apps/accounting/services/payroll_reconciliation_service.py	_reconcile_week	function	206	306	101	3487	no	1	1
apps/accounting/services/payroll_reconciliation_service.py	_build_staff_summaries	function	309	359	51	1906	no	1	1
apps/accounting/services/payroll_reconciliation_service.py	_build_heatmap	function	362	379	18	743	no	1	1
apps/accounting/services/rdti_spend_service.py	_persist_and_raise	function	22	25	4	254	no	6	4
apps/accounting/services/rdti_spend_service.py	RDTISpendService.get_rdti_spend_data	function	30	44	15	544	no	1	1
apps/accounting/services/rdti_spend_service.py	RDTISpendService._build_report	function	47	125	79	2907	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService.get_report	function	104	151	48	1650	no	21	2
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._load_company_target	function	155	156	2	108	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._fetch_events	function	159	217	59	2325	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._relevant_job_ids	function	220	241	22	943	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._compute_fetch_start_dt	function	244	255	12	590	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._pipeline_stage_job_ids_as_of	function	258	278	21	826	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._fetch_jobs	function	281	288	8	295	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._to_local_date	function	292	293	2	84	no	9	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._local_day_bounds	function	296	299	4	237	no	4	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._end_of_local_day	function	302	303	2	102	no	2	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._week_start	function	306	308	3	118	no	2	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._working_days_between	function	311	322	12	422	no	2	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._replay_status_as_of	function	326	350	25	993	no	3	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._qualifying_approval_event	function	353	374	22	861	no	2	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._earliest_status_change_to	function	377	386	10	355	no	3	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._earliest_event_of_type	function	389	395	7	221	no	8	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._had_event_before	function	398	414	17	559	no	2	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._last_status_change_into	function	417	429	13	475	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._summary_hours	function	433	437	5	185	no	4	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._summary_value	function	440	444	5	183	no	2	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._resolve_hours_quote_first	function	447	454	8	377	no	3	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._resolve_quote_hours	function	457	460	4	193	no	3	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._resolve_estimate_hours	function	463	466	4	205	no	3	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._resolve_quote_value	function	469	472	4	193	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._resolve_estimate_value	function	475	478	4	205	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._add_warning	function	482	501	20	685	no	6	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._format_warnings	function	504	507	4	142	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._stats	function	510	520	11	424	no	3	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._build_scoreboard	function	524	641	118	5341	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._size_bucket_for	function	644	655	12	556	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._build_snapshot	function	659	760	102	3843	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._build_snapshot._avg_days	function	741	742	2	118	no	0	0
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._build_velocity	function	764	856	93	3994	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._build_funnel	function	860	952	93	3758	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._build_trend	function	956	988	33	1244	no	1	1
apps/accounting/services/sales_pipeline_service.py	SalesPipelineService._build_trend_week	function	991	1070	80	3349	no	1	1
apps/accounting/services/wip_service.py	_persist_and_raise	function	25	28	4	254	no	6	4
apps/accounting/services/wip_service.py	WIPService.get_wip_data	function	45	116	72	2615	no	1	1
apps/accounting/services/wip_service.py	WIPService._aggregate_job	function	119	171	53	2335	no	1	1
apps/accounting/services/wip_service.py	WIPService._build_summary	function	174	207	34	1140	no	3	3
apps/accounting/tests/test_core_nplusone.py	AccountingCoreQueryTests.setUp	function	17	25	9	343	no	20	15
apps/accounting/tests/test_core_nplusone.py	AccountingCoreQueryTests._create_staff	function	27	36	10	378	no	2	1
apps/accounting/tests/test_core_nplusone.py	AccountingCoreQueryTests._create_job	function	38	46	9	338	no	37	5
apps/accounting/tests/test_core_nplusone.py	AccountingCoreQueryTests._create_time_line	function	48	66	19	663	no	2	1
apps/accounting/tests/test_core_nplusone.py	AccountingCoreQueryTests.test_kpi_job_breakdown_preloads_job_client	function	68	90	23	870	no	0	0
apps/accounting/tests/test_core_nplusone.py	AccountingCoreQueryTests.test_staff_performance_groups_prefetched_cost_lines_by_staff	function	92	107	16	801	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.setUp	function	24	28	5	154	no	20	15
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation._create_job	function	30	37	8	266	no	37	5
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation._add_revenue_line	function	39	48	10	342	no	28	2
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation._create_invoice	function	50	64	15	523	no	18	2
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_quoted_invoice_full_no_prior	function	68	75	8	478	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_quoted_invoice_full_with_prior	function	77	82	6	345	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_quoted_invoice_full_fully_invoiced	function	84	89	6	333	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_quoted_invoice_percent_no_prior	function	93	99	7	343	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_quoted_invoice_percent_with_prior	function	101	108	8	396	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_quoted_invoice_percent_missing_percent	function	110	114	5	289	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_quoted_invoice_amount_valid	function	118	124	7	339	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_quoted_invoice_amount_exceeds_remaining	function	126	131	6	364	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_tm_costs_to_date_no_prior	function	135	140	6	366	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_tm_costs_to_date_with_prior	function	142	147	6	355	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_tm_invoice_amount_valid	function	151	157	7	339	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_tm_invoice_percent_rejected	function	161	165	5	305	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_voided_invoices_excluded_from_prior	function	169	174	6	367	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_deleted_invoices_excluded_from_prior	function	176	181	6	369	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_tm_price_cap_applied	function	185	191	7	407	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_zero_invoice_rejected	function	195	199	5	266	no	0	0
apps/accounting/tests/test_invoice_calculation.py	TestInvoiceCalculation.test_prior_total_excludes_voided_deleted	function	203	210	8	470	no	0	0
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.setUpTestData	function	26	34	9	311	no	4	3
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.setUp	function	36	40	5	205	no	20	15
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests._get	function	42	43	2	103	no	10	1
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.test_valid_request_returns_all_sections	function	45	68	24	864	no	0	0
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.test_omitted_end_date_defaults_to_today	function	70	75	6	318	no	0	0
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.test_missing_start_date_returns_400	function	77	82	6	290	no	0	0
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.test_invalid_start_date_returns_400	function	84	87	4	233	no	0	0
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.test_invalid_end_date_returns_400	function	89	92	4	255	no	0	0
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.test_start_after_end_returns_400	function	94	98	5	325	no	0	0
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.test_non_positive_rolling_window_returns_400	function	100	109	10	390	no	0	0
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.test_non_positive_trend_weeks_returns_400	function	111	120	10	369	no	0	0
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.test_unexpected_service_failure_returns_standard_error_shape	function	122	137	16	790	no	0	0
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.test_unauthenticated_request_is_rejected	function	139	145	7	281	no	0	0
apps/accounting/tests/test_sales_pipeline_api.py	SalesPipelineAPITests.test_default_rolling_window_and_trend_weeks	function	147	156	10	604	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	_nz_dt	function	27	29	3	181	no	58	1
apps/accounting/tests/test_sales_pipeline_service.py	SalesPipelineServiceFixturesMixin._make_client	function	35	40	6	249	no	17	3
apps/accounting/tests/test_sales_pipeline_service.py	SalesPipelineServiceFixturesMixin._make_job	function	42	71	30	1217	no	101	5
apps/accounting/tests/test_sales_pipeline_service.py	SalesPipelineServiceFixturesMixin._add_status_change	function	73	89	17	437	no	33	1
apps/accounting/tests/test_sales_pipeline_service.py	SalesPipelineServiceFixturesMixin._add_quote_accepted	function	91	101	11	392	no	2	1
apps/accounting/tests/test_sales_pipeline_service.py	SalesPipelineServiceFixturesMixin._add_job_rejected	function	103	111	9	391	no	1	1
apps/accounting/tests/test_sales_pipeline_service.py	SalesPipelineServiceFixturesMixin._attach_quote	function	113	119	7	378	no	18	1
apps/accounting/tests/test_sales_pipeline_service.py	SalesPipelineServiceFixturesMixin._attach_estimate	function	121	125	5	240	no	5	1
apps/accounting/tests/test_sales_pipeline_service.py	SalesPipelineServiceFixturesMixin._detach_summaries	function	127	134	8	327	no	1	1
apps/accounting/tests/test_sales_pipeline_service.py	ScoreboardTests.setUp	function	138	145	8	311	no	20	15
apps/accounting/tests/test_sales_pipeline_service.py	ScoreboardTests.test_status_changed_into_approved_counts	function	147	163	17	823	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	ScoreboardTests.test_quote_accepted_counts	function	165	177	13	622	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	ScoreboardTests.test_direct_approved_counts_in_direct_bucket	function	179	192	14	702	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	ScoreboardTests.test_dedupe_approved_then_in_progress_same_period	function	194	211	18	832	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	ScoreboardTests.test_target_reflects_company_defaults	function	213	222	10	527	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	ScoreboardTests.test_missing_hours_summary_excludes_and_warns	function	224	241	18	912	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	SnapshotTests.setUp	function	245	247	3	94	no	20	15
apps/accounting/tests/test_sales_pipeline_service.py	SnapshotTests.test_replays_to_historical_status_not_live	function	249	280	32	1387	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	SnapshotTests.test_days_in_stage_uses_most_recent_entry	function	282	309	28	1316	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	SnapshotTests.test_draft_uses_estimate_summary_awaiting_uses_quote	function	311	334	24	1013	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	SnapshotTests.test_narrowed_fetch_preserves_historical_replay	function	336	365	30	1339	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	SnapshotTests.test_narrowed_fetch_applies_lower_bound_for_in_window_query	function	367	412	46	1852	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	SnapshotTests.test_missing_creation_anchor_excludes_and_warns	function	414	433	20	925	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	VelocityTests.setUp	function	437	439	3	94	no	20	15
apps/accounting/tests/test_sales_pipeline_service.py	VelocityTests.test_median_p80_sample_size	function	441	467	27	1166	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	VelocityTests.test_pre_window_creation_resolved_for_in_window_approval	function	469	519	51	2213	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	VelocityTests.test_missing_creation_anchor_excludes_and_warns	function	521	549	29	1145	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	FunnelTests.setUp	function	553	557	5	169	no	20	15
apps/accounting/tests/test_sales_pipeline_service.py	FunnelTests.test_categorization_is_mutually_exclusive	function	559	619	61	2472	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	FunnelTests.test_missing_creation_anchor_excludes_and_warns	function	621	644	24	1071	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	TrendTests.setUp	function	648	653	6	227	no	20	15
apps/accounting/tests/test_sales_pipeline_service.py	TrendTests.test_rolling_average_derived_from_weekly_series	function	655	693	39	1665	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	TrendTests.test_working_days_match_existing_logic	function	695	698	4	277	no	0	0
apps/accounting/tests/test_sales_pipeline_service.py	PeriodDefaultTests.test_no_explicit_dates_reasonable	function	702	712	11	513	no	0	0
apps/accounting/views/job_aging_view.py	_build_standard_error_response	function	26	35	10	400	no	9	4
apps/accounting/views/job_aging_view.py	JobAgingAPIView.get_serializer_class	function	41	45	5	242	no	5	3
apps/accounting/views/job_aging_view.py	JobAgingAPIView.get	function	58	126	69	2827	no	1802	250
apps/accounting/views/kpi_view.py	KPICalendarTemplateView.get_context_data	function	27	30	4	183	no	3	3
apps/accounting/views/kpi_view.py	KPICalendarAPIView.get	function	63	119	57	2479	no	1802	250
apps/accounting/views/rdti_spend_view.py	_build_standard_error_response	function	26	35	10	400	no	9	4
apps/accounting/views/rdti_spend_view.py	RDTISpendAPIView.get_serializer_class	function	41	44	4	184	no	5	3
apps/accounting/views/rdti_spend_view.py	RDTISpendAPIView.get	function	63	114	52	2307	no	1802	250
apps/accounting/views/sales_forecast_view.py	SalesForecastTemplateView.get_context_data	function	32	35	4	185	no	3	3
apps/accounting/views/sales_forecast_view.py	SalesForecastAPIView.get	function	87	138	52	2205	no	1802	250
apps/accounting/views/sales_forecast_view.py	SalesForecastAPIView._get_xero_sales_by_month	function	140	163	24	877	no	1	1
apps/accounting/views/sales_forecast_view.py	SalesForecastAPIView._get_jm_sales_by_month	function	165	185	21	768	no	1	1
apps/accounting/views/sales_forecast_view.py	SalesForecastMonthDetailAPIView.get	function	255	300	46	1787	no	1802	250
apps/accounting/views/sales_forecast_view.py	SalesForecastMonthDetailAPIView._build_comparison_rows	function	302	454	153	6486	no	1	1
apps/accounting/views/sales_forecast_view.py	SalesForecastMonthDetailAPIView._build_comparison_rows.build_row	function	332	364	33	1442	no	0	0
apps/accounting/views/sales_forecast_view.py	SalesForecastMonthDetailAPIView._build_comparison_rows.get_job_note	function	366	379	14	649	no	0	0
apps/accounting/views/sales_forecast_view.py	SalesForecastMonthDetailAPIView._get_jobs_with_revenue	function	456	470	15	676	no	1	1
apps/accounting/views/sales_forecast_view.py	SalesForecastMonthDetailAPIView._get_total_invoiced_for_job	function	472	478	7	336	no	2	1
apps/accounting/views/sales_pipeline_view.py	_build_standard_error_response	function	28	36	9	399	no	9	4
apps/accounting/views/sales_pipeline_view.py	SalesPipelineAPIView.get_serializer_class	function	45	48	4	192	no	5	3
apps/accounting/views/sales_pipeline_view.py	SalesPipelineAPIView.get	function	86	135	50	2425	no	1802	250
apps/accounting/views/staff_performance_views.py	_build_staff_error_response	function	23	32	10	413	no	8	1
apps/accounting/views/staff_performance_views.py	StaffPerformanceTemplateView.get_context_data	function	40	43	4	195	no	3	3
apps/accounting/views/staff_performance_views.py	StaffPerformanceSummaryAPIView.get	function	68	144	77	3282	no	1802	250
apps/accounting/views/staff_performance_views.py	StaffPerformanceDetailAPIView.get	function	169	259	91	3900	no	1802	250
apps/accounting/views/wip_view.py	_build_standard_error_response	function	27	36	10	400	no	9	4
apps/accounting/views/wip_view.py	WIPReportAPIView.get_serializer_class	function	42	46	5	233	no	5	3
apps/accounting/views/wip_view.py	WIPReportAPIView.get	function	66	127	62	2630	no	1802	250
apps/accounts/apps.py	AccountsConfig.ready	function	9	11	3	137	no	0	0
apps/accounts/management/commands/flag_weak_passwords.py	Command.handle	function	10	23	14	455	no	0	0
apps/accounts/migrations/0007_auto_20250730_2359.py	migrate_inactive_staff	function	7	12	6	259	no	0	0
apps/accounts/migrations/0007_auto_20250730_2359.py	reverse_migration	function	15	19	5	217	no	0	0
apps/accounts/migrations/0012_add_base_wage_rate.py	populate_base_wage_rate	function	11	19	9	417	no	0	0
apps/accounts/migrations/0012_add_base_wage_rate.py	reverse_populate	function	22	23	2	105	no	0	0
apps/accounts/migrations/0012_add_base_wage_rate.py	recompute_loaded_wage_rates	function	26	61	36	1662	no	0	0
apps/accounts/migrations/0012_add_base_wage_rate.py	reverse_recompute	function	64	69	6	319	no	0	0
apps/accounts/migrations/0015_create_system_automation_user.py	create_system_automation_user	function	7	21	15	505	no	0	0
apps/accounts/migrations/0015_create_system_automation_user.py	delete_system_automation_user	function	24	26	3	168	no	0	0
apps/accounts/models.py	StaffManager.create_user	function	24	34	11	384	no	46	31
apps/accounts/models.py	StaffManager.create_superuser	function	36	48	13	616	no	0	0
apps/accounts/models.py	StaffManager.active_on_date	function	50	54	5	306	no	3	3
apps/accounts/models.py	StaffManager.currently_active	function	56	58	3	187	no	4	3
apps/accounts/models.py	StaffManager.active_between_dates	function	60	66	7	354	no	1	1
apps/accounts/models.py	Staff.save	function	211	223	13	638	no	328	139
apps/accounts/models.py	Staff._compute_wage_rate	function	225	239	15	620	no	1	1
apps/accounts/models.py	Staff.__str__	function	241	242	2	78	no	0	0
apps/accounts/models.py	Staff.get_scheduled_hours	function	244	256	13	434	no	6	5
apps/accounts/models.py	Staff.get_display_name	function	258	263	6	172	no	21	9
apps/accounts/models.py	Staff.get_display_full_name	function	265	268	4	166	no	11	8
apps/accounts/models.py	Staff.is_staff_manager	function	270	271	2	120	no	1	1
apps/accounts/models.py	Staff.get_automation_user	function	274	288	15	701	no	12	9
apps/accounts/models.py	Staff.is_currently_active	function	291	293	3	173	no	0	0
apps/accounts/models.py	Staff.name	function	296	297	2	75	no	3	1
apps/accounts/models.py	Staff.name	function	300	306	7	270	no	3	1
apps/accounts/permissions.py	IsStaff.has_permission	function	11	16	6	219	no	1	1
apps/accounts/permissions.py	CanManageTimesheets.has_permission	function	22	23	2	136	no	1	1
apps/accounts/serializers.py	_build_icon_url	function	14	25	12	427	no	3	1
apps/accounts/serializers.py	CustomTokenObtainPairSerializer.__init__	function	39	43	5	246	no	9	7
apps/accounts/serializers.py	CustomTokenObtainPairSerializer.validate	function	45	68	24	894	no	5	5
apps/accounts/serializers.py	GenericStaffMethodsMixin.to_internal_value	function	90	114	25	882	no	3	2
apps/accounts/serializers.py	StaffSerializer.get_icon_url	function	125	126	2	102	no	0	0
apps/accounts/serializers.py	StaffSerializer.update	function	128	132	5	252	no	180	102
apps/accounts/serializers.py	StaffCreateSerializer.get_icon_url	function	164	165	2	102	no	0	0
apps/accounts/serializers.py	StaffCreateSerializer.create	function	167	179	13	340	no	443	128
apps/accounts/serializers.py	StaffCreateSerializer.to_representation	function	181	182	2	106	no	2	2
apps/accounts/serializers.py	KanbanStaffSerializer.get_icon_url	function	210	211	2	102	no	0	0
apps/accounts/serializers.py	KanbanStaffSerializer.get_display_name	function	213	214	2	89	no	21	9
apps/accounts/serializers.py	UserProfileSerializer.get_fullName	function	242	243	2	101	no	0	0
apps/accounts/staff_anonymization.py	generate_email	function	144	157	14	706	no	1	1
apps/accounts/staff_anonymization.py	create_staff_profile	function	160	177	18	608	no	1	1
apps/accounts/tests/test_auth_observability.py	test_jwt_auth_logs_cookie_miss_with_request_context	function	18	35	18	614	no	0	0
apps/accounts/tests/test_auth_observability.py	test_jwt_auth_does_not_log_cookie_miss_for_xero_webhook	function	39	48	10	369	no	0	0
apps/accounts/tests/test_auth_observability.py	test_logout_logs_cookie_presence_without_token_values	function	52	69	18	681	no	0	0
apps/accounts/tests/test_auth_observability.py	test_logout_clears_cookies_even_when_access_cookie_is_invalid	function	73	84	12	535	no	0	0
apps/accounts/tests/test_automation_user.py	GetAutomationUserTest.test_returns_seeded_system_automation_user	function	6	15	10	459	no	0	0
apps/accounts/tests/test_automation_user.py	GetAutomationUserTest.test_raises_runtime_error_when_row_missing	function	17	23	7	284	no	0	0
apps/accounts/tests/test_displayable_staff.py	_make_staff	function	12	34	23	697	no	48	4
